event_name,bracket_stage,match_id,match_datetime,map_name,team1_name,team1_score,team2_name,team2_score,player_name,player_team,agent_played,rating_2_0,ACS,KDRatio,KAST_pct,ADR,total_kills,total_deaths,total_assists,game_type
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Upper Final",312778,"Friday, March 22nd 8:00 AM PDT",Split,Gen.G,13.0,Sentinels,5.0,TenZ,SEN,omen,0.64,139.0,0.571,,89.0,8.0,14.0,13.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Upper Final",312778,"Friday, March 22nd 8:00 AM PDT",Lotus,Gen.G,7.0,Sentinels,13.0,TenZ,SEN,omen,0.53,119.0,0.533,,78.0,8.0,15.0,8.0,Playoffs
Champions Tour 2024: Masters Madrid,"Playoffs: 
						Upper Final",312778,"Friday, March 22nd 8:00 AM PDT",Breeze,Gen.G,13.0,Sentinels,3.0,TenZ,SEN,kayo,0.19,87.0,0.25,,53.0,4.0,16.0,9.0,Playoffs
Champions Tour Europe Stage 1: Masters,"Main Event: 
						Decider (A)",12919,"Friday, March 19th 9:00 AM PDT",Bind,Ninjas in Pyjamas,9.0,Acend,13.0,Ex6TenZ,NIP,breach,,70.0,0.222,,51.0,4.0,18.0,6.0,Regular Season
Champions Tour Europe Stage 1: Masters,"Main Event: 
						Decider (A)",12919,"Friday, March 19th 9:00 AM PDT",Icebox,Ninjas in Pyjamas,4.0,Acend,13.0,Ex6TenZ,NIP,breach,,195.0,0.588,,115.0,10.0,17.0,2.0,Regular Season
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Final",12556,"Friday, March 19th 5:30 PM PDT",Icebox,FaZe Clan,5.0,Sentinels,13.0,TenZ,SEN,reyna,,337.0,2.1,,183.0,21.0,10.0,4.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Final",12556,"Friday, March 19th 5:30 PM PDT",Haven,FaZe Clan,8.0,Sentinels,13.0,TenZ,SEN,jett,,235.0,1.385,,142.0,18.0,13.0,4.0,Playoffs
Champions Tour North America Stage 1: Challengers,"Main Event: 
						Upper Quarterfinals",77788,"Friday, March 18th 4:25 PM PDT",Bind,The Guard,13.0,Sentinels,6.0,TenZ,SEN,jett,1.08,207.0,1.0,,149.0,13.0,13.0,4.0,Playoffs
Champions Tour North America Stage 1: Challengers,"Main Event: 
						Upper Quarterfinals",77788,"Friday, March 18th 4:25 PM PDT",Icebox,The Guard,13.0,Sentinels,1.0,TenZ,SEN,jett,0.33,108.0,0.231,,85.0,3.0,13.0,3.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Quarterfinals",12552,"Friday, March 12th 12:00 PM PST",Ascent,Sentinels,13.0,Luminosity,8.0,TenZ,SEN,jett,,298.0,1.167,,165.0,21.0,18.0,6.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Quarterfinals",12552,"Friday, March 12th 12:00 PM PST",Split,Sentinels,12.0,Luminosity,14.0,TenZ,SEN,raze,,284.0,1.0,,227.0,21.0,21.0,9.0,Playoffs
Champions Tour North America Stage 1: Masters,"Main Event: 
						Upper Bracket Quarterfinals",12552,"Friday, March 12th 12:00 PM PST",Icebox,Sentinels,13.0,Luminosity,6.0,TenZ,SEN,reyna,,427.0,1.8,,276.0,27.0,15.0,9.0,Playoffs
Champions Tour Europe Stage 1: Masters,"Main Event: 
						Opening (A)",12916,"Friday, March 12th 10:15 AM PST",Ascent,Acend,11.0,Ninjas in Pyjamas,13.0,Ex6TenZ,NIP,breach,,178.0,0.941,,109.0,16.0,17.0,3.0,Regular Season
Champions Tour Europe Stage 1: Masters,"Main Event: 
						Opening (A)",12916,"Friday, March 12th 10:15 AM PST",Haven,Acend,12.0,Ninjas in Pyjamas,14.0,Ex6TenZ,NIP,breach,,130.0,0.611,,80.0,11.0,18.0,13.0,Regular Season
Champions Tour Japan Stage 1: Challengers Week 2,"Main Event: 
						Semifinals",76272,"Friday, March 11th 11:50 PM PST",Split,DeToNator,11.0,NORTHEPTION,13.0,MrTenzouEz,DTN,raze,0.95,211.0,0.8,,141.0,16.0,20.0,3.0,Playoffs
Champions Tour Japan Stage 1: Challengers Week 2,"Main Event: 
						Semifinals",76272,"Friday, March 11th 11:50 PM PST",Bind,DeToNator,10.0,NORTHEPTION,13.0,MrTenzouEz,DTN,killjoy,0.89,219.0,0.714,,154.0,15.0,21.0,7.0,Playoffs
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",819,"Friday, June 26th 8:00 PM PDT",Bind,FaZe Clan,9.0,Cloud9,13.0,TenZ,C9,jett,,365.0,2.0,,,30.0,15.0,1.0,Regular Season
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",819,"Friday, June 26th 8:00 PM PDT",Haven,FaZe Clan,13.0,Cloud9,12.0,TenZ,C9,jett,,298.0,1.368,,,26.0,19.0,4.0,Regular Season
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",819,"Friday, June 26th 8:00 PM PDT",Ascent,FaZe Clan,1.0,Cloud9,13.0,TenZ,C9,jett,,368.0,2.111,,,19.0,9.0,3.0,Regular Season
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",812,"Friday, June 26th 5:00 PM PDT",Bind,Cloud9,6.0,Prospects,13.0,TenZ,C9,jett,,232.0,1.071,,,15.0,14.0,2.0,Regular Season
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",804,"Friday, June 26th 2:00 PM PDT",Haven,Cloud9,12.0,together we are terrific,13.0,TenZ,C9,jett,,451.0,2.438,,,39.0,16.0,2.0,Regular Season
T1 x Nerd Street Gamers Showdown,"Tournament: 
						Group A",804,"Friday, June 26th 2:00 PM PDT",Split,Cloud9,9.0,together we are terrific,13.0,TenZ,C9,viper,,207.0,0.889,,,16.0,18.0,4.0,Regular Season
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Round 2",25203,"Friday, July 9th 5:15 PM PDT",Haven,Sentinels,13.0,Pioneers,9.0,TenZ,SEN,jett,1.6,325.0,1.733,,207.0,26.0,15.0,1.0,Regular Season
Champions Tour North America Stage 3: Challengers 1,"Main Event: 
						Lower Round 2",25203,"Friday, July 9th 5:15 PM PDT",Bind,Sentinels,13.0,Pioneers,5.0,TenZ,SEN,reyna,1.69,331.0,2.1,,211.0,21.0,10.0,7.0,Regular Season
